FID,nama,kod_sg,hierarki,rizab,jarak,Shape__Length,SHAPE
11,Parit MonsunTaman Mutiara Rini,Tiada Mak,Parit Monsun,Parit,0.667993,668.5544973994596,"{'paths': [[[6153.97090000007, -60571.1583999991], [6166.77089999989, -60570.3684], [6179.47090000007, -60569.8083999995], [6192.17090000026, -60569.4984000009], [6204.77089999989, -60569.4184000008], [6217.37090000045, -60569.5683999993], [6229.87090000045, -60569.9783999994], [6242.27089999989, -60570.6084000003], [6254.77089999989, -60571.4783999994], [6267.17090000026, -60572.5884000007], [6279.47090000007, -60573.9384000003], [6291.77089999989, -60575.5184000004], [6304.0708999997, -60577.3384000007], [6316.17090000026, -60579.4083999991], [6328.37100000028, -60581.6984000001], [6340.4709999999, -60584.2383999992], [6352.4709999999, -60587.0284000002], [6361.67100000009, -60589.4384000003], [6371.77099999972, -60592.4583999999], [6383.27099999972, -60596.2983999997], [6418.37100000028, -60608.5284000002], [6429.67100000009, -60612.0384], [6439.77099999972, -60614.7884], [6454.4709999999, -60618.1583999991], [6469.4709999999, -60621.0683999993], [6484.77099999972, -60623.5583999995], [6500.67100000009, -60625.6283999998], [6516.9709999999, -60627.2884], [6533.67100000009, -60628.5184000004], [6551.07100000046, -60629.3584000003], [6569.07100000046, -60629.7784000002], [6586.77109999955, -60629.8183999993], [6605.37110000011, -60629.4883999992], [6624.77109999955, -60628.7983999997], [6645.47109999973, -60627.7383999992], [6666.27109999955, -60626.3982999995], [6689.27109999955, -60624.6482999995], [6757.37110000011, -60618.7583000008], [6760.57110000029, -60618.6183000002], [6764.27109999955, -60618.7083000001], [6780.67109999992, -60619.9383000005], [6783.97109999973, -60619.9682999998], [6786.87110000011, -60619.8082999997], [6790.27109999955, -60619.2083000001], [6793.17109999992, -60618.1883000005], [6795.37110000011, -60616.7083000001], [6797.07110000029, -60614.7683000006], [6798.67109999992, -60611.5782999992], [6799.87110000011, -60607.8683000002], [6800.67109999992, -60603.6382999998], [6800.97109999973, -60598.9082999993]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
12,Parit MonsunTaman Melawati,Tiada Mak,Parit Monsun,Parit,0.478103,476.3310038996937,"{'paths': [[[6959.77120000031, -60531.4182999991], [6958.97119999956, -60536.6083000004], [6958.47119999956, -60541.7282999996], [6958.07120000012, -60546.7982999999], [6957.97119999956, -60551.7683000006], [6958.07120000012, -60556.7083000001], [6958.47119999956, -60561.5682999995], [6958.97119999956, -60566.3683000002], [6959.77120000031, -60571.1183000002], [6960.97119999956, -60575.8383000009], [6962.77120000031, -60580.6183000002], [6965.07120000012, -60585.5083000008], [6967.97119999956, -60590.6083000004], [6970.87119999994, -60594.9882999994], [6974.37119999994, -60599.8082999997], [6987.07120000012, -60615.9283000007], [6991.87119999994, -60622.2083000001], [6996.07120000012, -60628.6382999998], [6999.47119999956, -60634.6083000004], [7001.87119999994, -60639.5883000009], [7004.17119999975, -60644.8683000002], [7008.57120000012, -60656.4583000001], [7012.97119999956, -60670.3282999992], [7021.37119999994, -60700.2182999998], [7025.37119999994, -60713.0682999995], [7027.77120000031, -60719.9782999996], [7030.17119999975, -60726.3383000009], [7032.67119999975, -60732.2583000008], [7035.17119999975, -60737.8082999997], [7039.07120000012, -60744.8583000004], [7043.77120000031, -60751.9483000003], [7049.27120000031, -60759.1582999993], [7055.77120000031, -60766.6283], [7061.87119999994, -60773.1482999995], [7069.07120000012, -60780.2382999994], [7094.87129999977, -60803.9882999994], [7104.37129999977, -60813.1883000005], [7113.57129999995, -60822.7883000001], [7117.47130000032, -60827.2982999999], [7120.87129999977, -60831.6883000005], [7124.67129999958, -60836.8783], [7127.97130000032, -60842.0083000008], [7130.77130000014, -60847.1083000004], [7133.17129999958, -60852.1783000007], [7135.17129999958, -60857.2783000004], [7136.67129999958, -60862.3882999998], [7137.77130000014, -60867.5384], [7138.47130000032, -60872.7484000009], [7139.67129999958, -60884.6984000001], [7139.97130000032, -60890.8183999993], [7139.87129999977, -60893.6984000001], [7139.57129999995, -60896.2684000004], [7139.17129999958, -60898.5284000002], [7138.47130000032, -60900.5284000002], [7137.27130000014, -60902.8083999995], [7135.97130000032, -60904.9484000001], [7134.37129999977, -60906.9583999999], [7132.67129999958, -60908.8183999993], [7130.67129999958, -60910.5583999995], [7128.47130000032, -60912.1283999998], [7126.07129999995, -60913.5884000007], [7123.47130000032, -60914.8883999996], [7120.67129999958, -60916.0583999995], [7117.57129999995, -60917.0984000005], [7110.87129999977, -60918.7484000009], [7103.27130000014, -60919.8384000007], [7094.77130000014, -60920.3684]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
13,Parit Monsun,Tiada Mak,Parit Monsun,Parit,0.3877,386.970891997031,"{'paths': [[[8641.86980000045, -49200.9240000006], [8708.56979999971, -49256.0840000007], [8740.16980000027, -49273.4739999995], [8767.86980000045, -49280.6140000001], [8787.36980000045, -49310.7740000002], [8804.36980000045, -49347.9140000008], [8824.46980000008, -49365.0439999998], [8846.76989999972, -49366.2239999995], [8865.46989999991, -49367.2139999997], [8882.26989999972, -49384.4240000006], [8898.06989999954, -49414.8540000003], [8920.6699000001, -49439.1439999994]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
14,Parit MonsunTaman Pulai Utama,Tiada Mak,Parit Monsun,Parit,0.879086,878.5046758096174,"{'paths': [[[6592.47009999957, -55334.7064999994], [6589.97009999957, -55340.2064999994], [6587.17009999976, -55345.3465], [6584.17009999976, -55350.1164999995], [6580.87009999994, -55354.5464999992], [6577.27010000031, -55358.5965], [6573.37009999994, -55362.2864999995], [6569.27010000031, -55365.6164999995], [6564.87009999994, -55368.5665000007], [6562.37009999994, -55369.9564999994], [6559.37009999994, -55371.2664999999], [6548.17009999976, -55375.1964999996], [6543.77010000031, -55377.0464999992], [6537.37009999994, -55380.5264999997], [6531.07010000013, -55384.7764999997], [6524.87009999994, -55389.7864999995], [6518.57010000013, -55395.6864999998], [6513.27010000031, -55401.2265000008], [6507.57010000013, -55407.7064999994], [6489.17009999976, -55430.4066000003], [6481.97009999957, -55438.7865999993], [6474.57010000013, -55446.6765999999], [6467.57010000013, -55453.2566], [6460.97009999957, -55458.6466000006], [6453.27010000031, -55464.3266000003], [6426.07010000013, -55482.8266000003], [6415.77010000031, -55490.2266000006], [6410.57010000013, -55494.2865999993], [6405.87009999994, -55498.2566], [6401.57010000013, -55502.2166000009], [6397.67009999976, -55506.1765999999], [6394.67009999976, -55509.5365999993], [6391.77010000031, -55513.1666000001], [6385.87009999994, -55521.4166000001], [6379.77010000031, -55531.4866000004], [6367.47009999957, -55553.5365999993], [6361.77010000031, -55562.9365999997], [6358.67009999976, -55567.9066000003], [6355.47009999957, -55572.3866000008], [6352.17009999976, -55576.4966000002], [6348.97009999957, -55580.2765999995], [6343.57010000013, -55586.8266000003], [6332.67009999976, -55601.1165999994], [6327.97009999957, -55607.0066], [6323.07010000013, -55612.5866], [6318.57010000013, -55616.9867000002], [6315.87009999994, -55619.1567000002], [6313.27010000031, -55620.9767000005], [6310.67009999976, -55622.4466999993], [6308.17009999976, -55623.5667000003], [6305.67009999976, -55624.3566999994], [6303.17009999976, -55624.8067000005], [6300.67009999976, -55624.9466999993], [6298.17009999976, -55624.7167000007], [6296.17009999976, -55624.2866999991], [6293.97009999957, -55623.5467000008], [6285.07010000013, -55619.6966999993], [6281.27010000031, -55618.3767000008], [6276.17009999976, -55617.2367000002], [6270.87009999994, -55616.4166999999], [6265.37009999994, -55615.9366999995], [6259.57010000013, -55615.7666999996], [6253.57010000013, -55615.9366999995], [6247.47009999957, -55616.4266999997], [6241.0700000003, -55617.2367000002], [6234.66999999993, -55618.3767000008], [6228.5700000003, -55619.9366999995], [6213.5700000003, -55624.7367000002], [6208.26999999955, -55626.0266999993], [6202.87000000011, -55627.1166999992], [6197.37000000011, -55628.0066999998], [6191.76999999955, -55628.6966999993], [6185.96999999974, -55629.1866999995], [6179.96999999974, -55629.4867000002], [6167.37000000011, -55629.5066999998], [6153.46999999974, -55628.7067000009], [6137.96999999974, -55627.0567000005], [6121.37000000011, -55624.6766999997], [6088.26999999955, -55619.2167000007], [6074.37000000011, -55617.1066999994], [6059.76999999955, -55615.2766999993], [6046.87000000011, -55614.1666999999], [6039.26999999955, -55613.7866999991], [6031.96999999974, -55613.6666999999], [6024.96999999974, -55613.8167000003], [6018.26999999955, -55614.2067000009], [6011.76999999955, -55614.8666999992], [6005.46999999974, -55615.7866999991], [5999.37000000011, -55616.9567000009], [5993.37000000011, -55618.3967000004], [5988.87000000011, -55619.6966999993], [5984.26999999955, -55621.2566999998], [5974.37000000011, -55625.2467], [5964.96999999974, -55629.5966999996], [5942.36990000028, -55640.6866999995], [5930.76989999972, -55645.8067000005], [5924.86990000028, -55648.0066999998], [5919.26989999972, -55649.8067000005], [5913.86990000028, -55651.2267000005], [5908.6699000001, -55652.2766999993], [5901.96989999991, -55653.2967000008], [5895.1699000001, -55654.0966999996], [5888.36990000028, -55654.6966999993], [5881.56989999954, -55655.0567000005], [5874.6699000001, -55655.2167000007], [5867.6699000001, -55655.1567000002], [5860.6699000001, -55654.8867000006], [5853.6699000001, -55654.3967000004]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
15,Parit MonsunTaman Universiti,Tiada Mak,Parit Monsun,Parit,1.07085,1070.4370072177985,"{'paths': [[[6810.57029999979, -55893.5467000008], [6806.3702999996, -55899.6966999993], [6802.07029999979, -55905.5966999996], [6797.67030000035, -55911.2566999998], [6792.97030000016, -55916.6666999999], [6788.07029999979, -55921.8466999996], [6783.07029999979, -55926.7666999996], [6777.77029999997, -55931.4366999995], [6772.3702999996, -55935.8666999992], [6766.77029999997, -55939.8466999996], [6760.07029999979, -55943.6766999997], [6752.57029999979, -55947.2566999998], [6737.47030000016, -55953.8666999992], [6731.27029999997, -55956.7666999996], [6724.8702999996, -55960.0767000001], [6719.47030000016, -55963.3967000004], [6712.3702999996, -55968.5966999996], [6705.47030000016, -55974.5567000005], [6698.57029999979, -55981.3267000001], [6691.67030000035, -55989.0667000003], [6685.67030000035, -55996.5667000003], [6679.17030000035, -56005.1866999995], [6656.57029999979, -56037.5366999991], [6647.07029999979, -56050.4266999997], [6641.77029999997, -56057.0667000003], [6636.57029999979, -56063.0568000004], [6631.47030000016, -56068.5167999994], [6626.3702999996, -56073.4768000003], [6602.77029999997, -56096.3267999999], [6597.07029999979, -56101.6368000004], [6591.77029999997, -56106.1368000004], [6585.8702999996, -56110.6767999995], [6580.17030000035, -56114.4768000003], [6574.67030000035, -56117.5967999995], [6569.17030000035, -56120.0568000004], [6563.87019999977, -56121.7767999992], [6558.07019999996, -56122.8768000007], [6551.77020000014, -56123.3567999993], [6544.97020000033, -56123.2168000005], [6538.27020000014, -56122.5867999997], [6530.77020000014, -56121.4467999991], [6522.97020000033, -56119.9668000005], [6501.47020000033, -56115.4367999993], [6494.97020000033, -56114.2767999992], [6489.07019999996, -56113.4568000007], [6482.47020000033, -56112.8668000009], [6476.47020000033, -56112.7068000007], [6470.77020000014, -56112.9868000001], [6465.47020000033, -56113.7068000007], [6458.17019999959, -56115.3267999999], [6450.07019999996, -56117.6867999993], [6442.37019999977, -56120.3267999999], [6422.97020000033, -56127.3467999995], [6412.57019999996, -56130.6468000002], [6402.07019999996, -56133.2767999992], [6390.87019999977, -56135.4668000005], [6379.07019999996, -56137.2567999996], [6366.27020000014, -56138.6468000002], [6354.87019999977, -56139.5368000008], [6342.17019999959, -56140.2368000001], [6299.77020000014, -56141.6767999995], [6284.07019999996, -56142.3968000002], [6268.57019999996, -56143.5167999994], [6254.77010000031, -56145.0368000008], [6247.47009999957, -56146.0967999995], [6240.37009999994, -56147.3169], [6233.67009999976, -56148.6969000008], [6227.07010000013, -56150.2368999999], [6220.77010000031, -56151.9469000008], [6214.67009999976, -56153.8568999991], [6208.67009999976, -56155.9268999994], [6202.97009999957, -56158.1868999992], [6196.27010000031, -56161.2468999997], [6179.97009999957, -56169.4168999996], [6175.37009999994, -56171.4168999996], [6171.27010000031, -56173.0068999995], [6166.27010000031, -56174.5669], [6161.27010000031, -56175.8969000001], [6155.97009999957, -56177.0369000006], [6150.47009999957, -56177.9669000003], [6144.97009999957, -56178.6868999992], [6139.07010000013, -56179.1969000008], [6132.97009999957, -56179.4968999997], [6126.67009999976, -56179.6068999991], [6113.87009999994, -56179.2269000001], [6099.67009999976, -56178.1068999991], [6083.97009999957, -56176.2568999995], [6061.07010000013, -56173.0068999995], [6041.67009999976, -56169.8669000007], [6033.17009999976, -56168.2368999999], [6025.27010000031, -56166.4968999997], [6017.77010000031, -56164.6369000003], [6010.67009999976, -56162.6269000005], [6003.97009999957, -56160.4968999997], [5997.67009999976, -56158.1969000008], [5989.27010000031, -56154.7969000004], [5981.17009999976, -56151.0768999998], [5973.16999999993, -56147.0269000009], [5965.26999999955, -56142.6668999996], [5957.5700000003, -56137.9769000001], [5949.96999999974, -56132.9469000008], [5942.5700000003, -56127.6269000005], [5935.37000000011, -56121.9569000006], [5928.26999999955, -56115.9769000001], [5921.37000000011, -56109.6768999994], [5914.66999999993, -56103.0469000004], [5908.0700000003, -56096.1068999991], [5901.66999999993, -56088.8169], [5895.37000000011, -56081.2169000003], [5889.26999999955, -56073.2969000004], [5883.26999999955, -56065.0669]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
16,Parit MonsunTaman Pulai Utama,Tiada Mak,Parit Monsun,Parit,0.977059,974.782459718951,"{'paths': [[[6469.66999999993, -54902.8763999995], [6462.76999999955, -54913.8863999993], [6455.76999999955, -54924.6163999997], [6448.46999999974, -54935.0864000004], [6440.87000000011, -54945.2664000001], [6433.0700000003, -54955.1963999998], [6425.0700000003, -54964.8364000004], [6416.76999999955, -54974.2263999991], [6408.16999999993, -54983.3264000006], [6403.76999999955, -54987.7263999991], [6399.16999999993, -54992.0363999996], [6394.26999999955, -54996.2664000001], [6389.16999999993, -55000.4264000002], [6383.76999999955, -55004.5164000001], [6378.0700000003, -55008.5563999992], [6365.66999999993, -55016.5764000006], [6353.37000000011, -55023.7863999996], [6339.37000000011, -55031.3264000006], [6324.87000000011, -55038.6764000002], [6285.16999999993, -55058.1765000001], [6273.26999999955, -55064.2864999995], [6262.87000000011, -55070.0164999999], [6251.16999999993, -55076.8864999991], [6240.5700000003, -55083.7064999994], [6230.87000000011, -55090.5865000002], [6221.96999999974, -55097.6364999991], [6208.26989999972, -55109.2664999999], [6196.26989999972, -55119.9265000001], [6185.36990000028, -55130.1164999995], [6175.36990000028, -55139.9865000006], [6171.1699000001, -55144.8165000007], [6166.56989999954, -55150.9765000008], [6161.86990000028, -55158.1465000007], [6149.36990000028, -55178.3165000007], [6145.56989999954, -55183.8465], [6142.06989999954, -55188.2465000004], [6139.96989999991, -55190.5364999995], [6137.96989999991, -55192.4664999992], [6136.06989999954, -55194.0765000004], [6134.06989999954, -55195.3365000002], [6132.26989999972, -55196.2764999997], [6130.36990000028, -55196.8965000007], [6128.56989999954, -55197.1765000001], [6126.6699000001, -55197.1364999991], [6124.96989999991, -55196.8365000002], [6123.26989999972, -55196.2664999999], [6119.46989999991, -55194.3564999998], [6115.46989999991, -55191.4165000003], [6111.06989999954, -55187.4065000005], [6106.6699000001, -55182.7664999999], [6101.86990000028, -55177.0364999995], [6086.46989999991, -55156.9165000003], [6081.26989999972, -55149.9265000001], [6075.86990000028, -55142.0264999997], [6070.26989999972, -55133.0264999997], [6063.1699000001, -55120.9265000001], [6060.36990000028, -55115.7365000006], [6057.6699000001, -55110.1465000007], [6055.06989999954, -55104.1064999998], [6052.6699000001, -55097.4865000006], [6048.46989999991, -55084.7764999997], [6039.06989999954, -55052.8365000002], [6036.1699000001, -55044.1364999991], [6033.1699000001, -55036.5065000001], [6029.56989999954, -55028.4165000003], [6025.56989999954, -55021.1765000001], [6021.26989999972, -55014.6364999991], [6016.56989999954, -55008.7465000004], [6011.86990000028, -55003.4865000006], [6007.56989999954, -54999.0765000004], [6003.56989999954, -54995.2064999994], [5999.6699000001, -54991.8165000007], [5994.96989999991, -54988.4364999998], [5989.26979999989, -54985.2964999992], [5983.46980000008, -54982.6964999996], [5970.06979999971, -54977.1964999996], [5964.06979999971, -54974.3465], [5959.26979999989, -54971.5364999995], [5955.16980000027, -54968.5264999997], [5952.66980000027, -54966.2664999999], [5950.16980000027, -54963.7265000008], [5945.06979999971, -54957.7465000004], [5940.66980000027, -54951.6565000005], [5930.66980000027, -54937.0965], [5925.56979999971, -54930.4364999998], [5912.06979999971, -54914.4364999998], [5898.16980000027, -54898.7864999995], [5883.96980000008, -54883.4765000008], [5869.26979999989, -54868.4865000006], [5854.26979999989, -54853.8465], [5838.86980000045, -54839.5164999999], [5823.16980000027, -54825.5464999992], [5807.06979999971, -54811.8864999991]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
17,Parit MonsunTaman Sri Pulai,Tiada Mak,Parit Monsun,Parit,0.268807,268.0689303303753,"{'paths': [[[6452.26960000023, -52807.5855999999], [6412.66959999967, -52824.1457000002], [6410.26960000023, -52826.8757000007], [6407.86959999986, -52830.2456999999], [6400.86959999986, -52842.8256999999], [6397.86959999986, -52847.4356999993], [6392.46960000042, -52854.1257000007], [6369.66959999967, -52890.6656999998], [6296.86959999986, -52995.8456999995], [6280.86959999986, -53003.8556999993]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
18,Cabang Sungai Sg. Melana,Tiada Mak,Parit Monsun,Parit,1.12346,1120.3492204803806,"{'paths': [[[6145.7695000004, -52909.0156999994], [6147.36950000003, -52906.1656999998], [6148.16949999984, -52875.6756999996], [6149.96949999966, -52828.9657000005], [6149.66949999984, -52728.2656999994], [6197.06950000022, -52557.9556000009], [6198.66949999984, -52551.0255999994], [6200.66949999984, -52544.7456], [6217.46949999966, -52480.7156000007], [6422.16949999984, -52394.7054999992], [6452.56960000005, -52381.7255000006], [6607.06960000005, -52316.0954], [6739.76960000023, -52129.3553999998], [6741.16959999967, -52120.2952999994], [6755.26960000023, -52104.4053000007]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
19,Parit MonsunTaman Sri Pulai,Tiada Mak,Parit Monsun,Parit,0.401573,399.69882398750246,"{'paths': [[[6149.66949999984, -52728.2656999994], [6145.46949999966, -52726.3757000007], [6141.06950000022, -52723.6357000005], [6136.96949999966, -52720.4956999999], [6127.16949999984, -52712.3356999997], [6124.46949999966, -52710.2857000008], [6121.86950000003, -52708.6357000005], [6071.36950000003, -52665.9557000007], [6071.56950000022, -52638.8555999994], [6071.46949999966, -52561.6755999997], [6071.46949999966, -52561.6055999994], [6071.16940000001, -52507.8455999997], [6070.96939999983, -52435.1155999992], [6071.26939999964, -52407.5955999997], [6071.3694000002, -52366.5556000005]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
20,Parit MonsunTaman Bukit Indah 1,Tiada Mak,Parit Monsun,Parit,0.271532,271.62520444992805,"{'paths': [[[11517.4730000002, -61978.4079999998], [11261.7729000002, -62069.2180000003], [11261.8728999998, -62069.4780000001]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
21,Parit MonsunTaman Bukit Indah 1,Tiada Mak,Parit Monsun,Parit,0.111196,111.28505784611441,"{'paths': [[[11228.1728999997, -62075.6281000003], [11122.7729000002, -62111.3380999994]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
22,Parit MonsunTaman Bukit Indah 1,Tiada Mak,Parit Monsun,Parit,0.15302,153.19321656016663,"{'paths': [[[11104.3728999998, -62119.2881000005], [11037.2729000002, -62130.3380999994], [11004.8728999998, -62133.0080999993], [10953.2728000004, -62143.6181000005]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
23,Parit MonsunTaman Bukit Indah 1,Tiada Mak,Parit Monsun,Parit,0.145853,145.6983118155306,"{'paths': [[[10936.6727999998, -62150.2580999993], [10909.1727999998, -62157.9880999997], [10874.1727999998, -62181.1481999997], [10810.8728, -62221.6782000009]]], 'spatialReference': {'wkid': 3377, 'latestWkid': 3377}}"
